t,x,y,z,dx_dt,dy_dt,dz_dt
5.580558055805580508e+00,1.195642369887619960e+00,1.166628659359855380e+00,4.646969693579250382e-02,-1.213098356295647884e+00,1.428968101759590992e+00,-9.316133961746880798e-03
5.590559055905591102e+00,1.183439334009283694e+00,1.180873127545132517e+00,4.637580940337823060e-02,-1.227248936948510671e+00,1.419613959518310153e+00,-9.459156604780527555e-03
5.600560056005600806e+00,1.171095255769563304e+00,1.195023244739280788e+00,4.628050245168066623e-02,-1.241303747190961371e+00,1.410099904717419417e+00,-9.599987118784930606e-03
5.610561056105610511e+00,1.158611100841762553e+00,1.209077414880541212e+00,4.618379818349194893e-02,-1.255261213064033265e+00,1.400426583817870885e+00,-9.738588391474678474e-03
5.620562056205621104e+00,1.145987850603496616e+00,1.223034048464965551e+00,4.608571906170082916e-02,-1.269119767526666331e+00,1.390594660296489815e+00,-9.874924520659578153e-03
5.630563056305630809e+00,1.133226502066081665e+00,1.236891562718615889e+00,4.598628789571283793e-02,-1.282877850614328796e+00,1.380604814609804887e+00,-1.000896083050073493e-02
5.640564056405640514e+00,1.120328067802246697e+00,1.250648381769705164e+00,4.588552782749023146e-02,-1.296533909597195500e+00,1.370457744156187818e+00,-1.014066388563594767e-02
5.650565056505651107e+00,1.107293575872201341e+00,1.264302936820622891e+00,4.578346231723647713e-02,-1.310086399137859292e+00,1.360154163236325875e+00,-1.027000150318496674e-02
5.660566056605660812e+00,1.094124069783156461e+00,1.277853666211962835e+00,4.568011519728239211e-02,-1.323533781409245158e+00,1.349694803025549117e+00,-1.039694307669558615e-02
5.670567056705670517e+00,1.080820608396303673e+00,1.291299015642806802e+00,4.557551062626555988e-02,-1.336874526269072438e+00,1.339080411524865122e+00,-1.052145944666113553e-02
5.680568056805681110e+00,1.067384265812292954e+00,1.304637438451929476e+00,4.546967300416952795e-02,-1.350107111456098963e+00,1.328311753502678938e+00,-1.064352258748579860e-02
5.690569056905690815e+00,1.053816131315144844e+00,1.317867395714222400e+00,4.536262700435534506e-02,-1.363230022718577850e+00,1.317389610457989413e+00,-1.076310582880379840e-02
5.700570057005700519e+00,1.040117309290933267e+00,1.330987356409443878e+00,4.525439755921828455e-02,-1.376241753968662218e+00,1.306314780572822132e+00,-1.088018386466790832e-02
5.710571057105711112e+00,1.026288919144858536e+00,1.343995797590743502e+00,4.514500984555899071e-02,-1.389140807436302527e+00,1.295088078663007236e+00,-1.099473276050352832e-02
5.720572057205720817e+00,1.012332095216706085e+00,1.356891204552969743e+00,4.503448926966881205e-02,-1.401925693822638541e+00,1.283710336127300122e+00,-1.110672995773412386e-02
5.730573057305730522e+00,9.982479866946714075e-01,1.369672071000771485e+00,4.492286145212937704e-02,-1.414594932452900800e+00,1.272182400894825705e+00,-1.121615427598565695e-02
5.740574057405741115e+00,9.840377575289130929e-01,1.382336899211592529e+00,4.481015221408283372e-02,-1.427147051425675439e+00,1.260505137371231488e+00,-1.132298592099681422e-02
5.750575057505750820e+00,9.697025863785574407e-01,1.394884200070050984e+00,4.469638760941719441e-02,-1.439580587679468282e+00,1.248679426392567571e+00,-1.142720670704766572e-02
5.760576057605760525e+00,9.552436664822805401e-01,1.407312493375940665e+00,4.458159385813637715e-02,-1.451894087234077091e+00,1.236706165157468673e+00,-1.152879981670723586e-02
5.770577057705771118e+00,9.406622055604032528e-01,1.419620308030752120e+00,4.446579732307538030e-02,-1.464086105353827438e+00,1.224586267166553721e+00,-1.162774975960370605e-02
5.780578057805780823e+00,9.259594257334949896e-01,1.431806182157608243e+00,4.434902451021034697e-02,-1.476155206667818520e+00,1.212320662165016660e+00,-1.172404244088390279e-02
5.790579057905790528e+00,9.111365634272851066e-01,1.443868663265154062e+00,4.423130205279203475e-02,-1.488099965317946083e+00,1.199910296080315852e+00,-1.181766515261942208e-02
5.800580058005801121e+00,8.961948692760054458e-01,1.455806308411082384e+00,4.411265669524529198e-02,-1.499918965106327606e+00,1.187356130958221900e+00,-1.190860656248551863e-02
5.810581058105810826e+00,8.811356080241556921e-01,1.467617684365294606e+00,4.399311527683442968e-02,-1.511610799642129077e+00,1.174659144897214569e+00,-1.199685669962596846e-02
5.820582058205820530e+00,8.659600584266755607e-01,1.479301367772715592e+00,4.387270471509437109e-02,-1.523174072487810005e+00,1.161820331981218590e+00,-1.208240693761852835e-02
5.830583058305831123e+00,8.506695138652727861e-01,1.490855945532590043e+00,4.375145205040996410e-02,-1.534607397582999910e+00,1.148840702971790861e+00,-1.216525024071474226e-02
5.840584058405840828e+00,8.352652790764595325e-01,1.502280013759216271e+00,4.362938436321553426e-02,-1.545909398122431888e+00,1.135721281828302676e+00,-1.224538096425320521e-02
5.850585058505850533e+00,8.197486755596482544e-01,1.513572179993318834e+00,4.350652890494926400e-02,-1.557078708898268049e+00,1.122463111558312132e+00,-1.232279531018110053e-02
5.860586058605861126e+00,8.041210370490072812e-01,1.524731061847952374e+00,4.338291285335371672e-02,-1.568113974701306201e+00,1.109067249418597800e+00,-1.239749039027071564e-02
5.870587058705870831e+00,7.883837108075892885e-01,1.535755287603759678e+00,4.325856340562170277e-02,-1.579013851009381408e+00,1.095534768328341180e+00,-1.246946467011428306e-02
5.880588058805880536e+00,7.725380575103188985e-01,1.546643496363704795e+00,4.313350776278713355e-02,-1.589777004126492033e+00,1.081866756783059991e+00,-1.253871794721680977e-02
5.890589058905891129e+00,7.565854511269939353e-01,1.557394338207799933e+00,4.300777311411597970e-02,-1.600402111321916010e+00,1.068064318768553900e+00,-1.260525132695025641e-02
5.900590059005900834e+00,7.405272788052865707e-01,1.568006474347830359e+00,4.288138662149720143e-02,-1.610887860969327567e+00,1.054128573674852687e+00,-1.266906719631930023e-02
5.910591059105910539e+00,7.243649407537308127e-01,1.578478577282089512e+00,4.275437540383360963e-02,-1.621232952685923046e+00,1.040060656210148871e+00,-1.273016919549088688e-02
5.920592059205921132e+00,7.080998501380049159e-01,1.588809330910926132e+00,4.262676655774499251e-02,-1.631436097468671020e+00,1.025861716320190187e+00,-1.278856236773950883e-02
5.930593059305930836e+00,6.917334329960425077e-01,1.598997430596758473e+00,4.249858722974356184e-02,-1.641496017826502118e+00,1.011532919115394336e+00,-1.284425356762600168e-02
5.940594059405940541e+00,6.752671280561612921e-01,1.609041583510121054e+00,4.236986442330610558e-02,-1.651411447933427201e+00,9.970754447581855473e-01,-1.289725054758997236e-02
5.950595059505951134e+00,6.587023866441881204e-01,1.618940508713233584e+00,4.224062504921598932e-02,-1.661181133762449580e+00,9.824904883868348371e-01,-1.294756224727031113e-02
5.960596059605960839e+00,6.420406725699974171e-01,1.628692937304292654e+00,4.211089591962574596e-02,-1.670803833223918344e+00,9.677792600308559035e-01,-1.299519880310506803e-02
5.970597059705970544e+00,6.252834620111176189e-01,1.638297612570379425e+00,4.198070373414081874e-02,-1.680278316304520292e+00,9.529429845251935483e-01,-1.304017151605602054e-02
5.980598059805981137e+00,6.084322433963519350e-01,1.647753290140358651e+00,4.185007506590332493e-02,-1.689603365206262087e+00,9.379829014244236429e-01,-1.308249281699566668e-02
5.990599059905990842e+00,5.914885172557994286e-01,1.657058738091377492e+00,4.171903636150624956e-02,-1.698777774452883804e+00,9.229002648740749493e-01,-1.312217630177753280e-02
6.000600060006000547e+00,5.744537959996788290e-01,1.666212736957061624e+00,4.158761397020964423e-02,-1.707800350927271227e+00,9.076963433910911760e-01,-1.315923691843876031e-02
6.010601060106011140e+00,5.573296039950261793e-01,1.675214080147064966e+00,4.145583405054683451e-02,-1.716669914197611835e+00,8.923724200244391724e-01,-1.319369051344215782e-02
6.020602060206020845e+00,5.401174773834223064e-01,1.684061574008966167e+00,4.132372258353259747e-02,-1.725385296592498729e+00,8.769297921852154953e-01,-1.322555392822583054e-02
6.030603060306030549e+00,5.228189639516779286e-01,1.692754037963331015e+00,4.119130536406553217e-02,-1.733945343327396582e+00,8.613697715443441316e-01,-1.325484498091561436e-02
6.040604060406041143e+00,5.054356230136244355e-01,1.701290304654086594e+00,4.105860798776490850e-02,-1.742348912641851433e+00,8.456936839444417764e-01,-1.328158242189186877e-02
6.050605060506050847e+00,4.879690252919060556e-01,1.709669220098894327e+00,4.092565583780740507e-02,-1.750594875936701822e+00,8.299028693116849986e-01,-1.330578588689532160e-02
6.060606060606060552e+00,4.704207526902436931e-01,1.717889643750459161e+00,4.079247410789216960e-02,-1.758682117858351379e+00,8.139986814403354920e-01,-1.332747604105347095e-02
6.070607060706071145e+00,4.527923977398439770e-01,1.725950448292783879e+00,4.065908793271236221e-02,-1.766609536225496324e+00,7.979824873984007194e-01,-1.334667530149247217e-02
6.080608060806080850e+00,4.350855642220339270e-01,1.733850520394109251e+00,4.052552213038442680e-02,-1.774376042524493657e+00,7.818556683008557329e-01,-1.336340648170036838e-02
6.090609060906090555e+00,4.173018668219073968e-01,1.741588760671742619e+00,4.039180126454646608e-02,-1.781980561936289176e+00,7.656196189562559651e-01,-1.337769313592013232e-02
6.100610061006101148e+00,3.994429309497382063e-01,1.749164083793323332e+00,4.025794965111371970e-02,-1.789422033444437066e+00,7.492757477084028839e-01,-1.338955960868035144e-02
6.110611061106110853e+00,3.815103926157268344e-01,1.756575418621467710e+00,4.012399134743956097e-02,-1.796699409968907313e+00,7.328254763400203764e-01,-1.339903098813380322e-02
6.120612061206120558e+00,3.635058983047321779e-01,1.763821708358417562e+00,3.998995014147633392e-02,-1.803811658499894000e+00,7.162702399764157013e-01,-1.340613305707630265e-02
6.130613061306131151e+00,3.454311047320318684e-01,1.770901910598310813e+00,3.985584956442996679e-02,-1.810757760162740704e+00,6.996114868516940533e-01,-1.341089237217610308e-02
6.140614061406140856e+00,3.272876781181007222e-01,1.777814997006038622e+00,3.972171299838448549e-02,-1.817536710004423073e+00,6.828506775193083911e-01,-1.341333687267673436e-02
6.150615061506150560e+00,3.090772950132960606e-01,1.784559954199393284e+00,3.958756347789477853e-02,-1.824147517677288111e+00,6.659892858531747395e-01,-1.341349478808537277e-02
6.160616061606161153e+00,2.908016419153548471e-01,1.791135783693994732e+00,3.945342372994160851e-02,-1.830589207423936271e+00,6.490287986541538601e-01,-1.341139486081793786e-02
6.170617061706170858e+00,2.724624150503428544e-01,1.797541501975116640e+00,3.931931618161265546e-02,-1.836860818156729191e+00,6.319707154453662046e-01,-1.340706639022193336e-02
6.180618061806180563e+00,2.540613202382167590e-01,1.803776140635215741e+00,3.918526295107396806e-02,-1.842961403586289792e+00,6.148165483652598962e-01,-1.340053918189010318e-02
6.190619061906191156e+00,2.356000727584004473e-01,1.809838746511457597e+00,3.905128583854152596e-02,-1.848890032349999046e+00,5.975678220606919222e-01,-1.339184349481720160e-02
6.200620062006200861e+00,2.170803971205115257e-01,1.815728381739000419e+00,3.891740633837327545e-02,-1.854645788077373680e+00,5.802260734683115651e-01,-1.338101010589326512e-02
6.210621062106210566e+00,1.985040263229655433e-01,1.821444123349455380e+00,3.878364576519376800e-02,-1.860227769114649155e+00,5.627928509928565859e-01,-1.336807102172987705e-02
6.220622062206221159e+00,1.798727026166060394e-01,1.826985064206018583e+00,3.865002504489320478e-02,-1.865635089250911705e+00,5.452697154578097782e-01,-1.335305829486679863e-02
6.230623062306230864e+00,1.611881771650502393e-01,1.832350312958720640e+00,3.851656475129873469e-02,-1.870866877710019471e+00,5.276582397567943783e-01,-1.333600421948133441e-02
6.240624062406240569e+00,1.424522098031214268e-01,1.837538994086808319e+00,3.838328512100055989e-02,-1.875922279207808963e+00,5.099600086204830740e-01,-1.331694140471340049e-02
6.250625062506251162e+00,1.236665688935241203e-01,1.842550248028365534e+00,3.825020604630559318e-02,-1.880800454074671224e+00,4.921766184991972493e-01,-1.329590272272493379e-02
6.260626062606260867e+00,1.048330311835194290e-01,1.847383231309931872e+00,3.811734706819112223e-02,-1.885500578378122905e+00,4.743096774455058395e-01,-1.327292125485668439e-02
6.270627062706270571e+00,8.595338158967785747e-02,1.852037116602058830e+00,3.798472739066034026e-02,-1.890021843992719219e+00,4.563608049100896236e-01,-1.324803035877461510e-02
6.280628062806281164e+00,6.702941246702935618e-02,1.856511092243744887e+00,3.785236604856462295e-02,-1.894363458292309454e+00,4.383316309157783697e-01,-1.322126462009612369e-02
6.290629062906290869e+00,4.806292427934356903e-02,1.860804363210114998e+00,3.772028165839907271e-02,-1.898524644868514022e+00,4.202237969213665769e-01,-1.319265841173156151e-02
6.300630063006300574e+00,2.905572530989206093e-02,1.864916151091759788e+00,3.758849245468091210e-02,-1.902504643546440777e+00,4.020389555282440908e-01,-1.316224608010505004e-02
6.310631063106311167e+00,1.000963140090645881e-02,1.868845694103615562e+00,3.745701631779097679e-02,-1.906302710421406532e+00,3.837787702216295949e-01,-1.313006208468972535e-02
6.320632063206320872e+00,-9.073534198128195560e-03,1.872592247205950411e+00,3.732587076942208565e-02,-1.909918117975372587e+00,3.654449152430619407e-01,-1.309614095060715466e-02
6.330633063306330577e+00,-2.819194098219518496e-02,1.876155082225353876e+00,3.719507296802735535e-02,-1.913350155193381141e+00,3.470390754628756014e-01,-1.306051721969897494e-02
6.340634063406341170e+00,-4.734375139466759363e-02,1.879533487914612833e+00,3.706463971809453167e-02,-1.916598127632707316e+00,3.285629461882549895e-01,-1.302322548148523995e-02
6.350635063506350875e+00,-6.652712153340616108e-02,1.882726769424859059e+00,3.693458761239348104e-02,-1.919661357037252492e+00,3.100182323515656702e-01,-1.298430118951876544e-02
6.360636063606360580e+00,-8.574020059348655409e-02,1.885734249256339812e+00,3.680493283968737372e-02,-1.922539182096027144e+00,2.914066492577814804e-01,-1.294377951072261945e-02
6.370637063706371173e+00,-1.049811311021775356e-01,1.888555267281944561e+00,3.667569120223132528e-02,-1.925230958484175803e+00,2.727299223542113960e-01,-1.290169539908297969e-02
6.380638063806380877e+00,-1.242480491952262511e-01,1.891189180722389285e+00,3.654687814420815722e-02,-1.927736058866597491e+00,2.539897869492516169e-01,-1.285808373558000595e-02
6.390639063906390582e+00,-1.435390847768815425e-01,1.893635364257491016e+00,3.641850874937482829e-02,-1.930053873006865928e+00,2.351879880746166607e-01,-1.281297928626062843e-02
6.400640064006401175e+00,-1.628523616799018858e-01,1.895893210137436613e+00,3.629059773870899064e-02,-1.932183807876145520e+00,2.163262803475854701e-01,-1.276641665916530832e-02
6.410641064106410880e+00,-1.821859979029805676e-01,1.897962128188895425e+00,3.616315948806198693e-02,-1.934125287676957461e+00,1.974064277347985508e-01,-1.271843038061051812e-02
6.420642064206420585e+00,-2.015381062139676160e-01,1.899841545324265191e+00,3.603620814033976771e-02,-1.935877753464605000e+00,1.784302028508854554e-01,-1.266905554367311892e-02
6.430643064306431178e+00,-2.209067936403123489e-01,1.901530906562457712e+00,3.590975743011570742e-02,-1.937440663992573420e+00,1.593993876721792047e-01,-1.261832672594775939e-02
6.440644064406440883e+00,-2.402901617949933510e-01,1.903029674914787028e+00,3.578382072415622894e-02,-1.938813495638943341e+00,1.403157731879640657e-01,-1.256627819914102329e-02
6.450645064506450588e+00,-2.596863071098829412e-01,1.904337331396617428e+00,3.565841103802034479e-02,-1.939995742434637682e+00,1.211811591694405554e-01,-1.251294399658575696e-02
6.460646064606461181e+00,-2.790933210027990996e-01,1.905453375129066540e+00,3.553354103552658350e-02,-1.940986916164593179e+00,1.019973540230142417e-01,-1.245835787709587139e-02
6.470647064706470886e+00,-2.985092900445575070e-01,1.906377323440708649e+00,3.540922302821986056e-02,-1.941786546468928565e+00,8.276617464358426712e-02,-1.240255328803649415e-02
6.480648064806480591e+00,-3.179322962411758047e-01,1.907108711789877065e+00,3.528546900614738802e-02,-1.942394180796024550e+00,6.348944611679963046e-02,-1.234556352011137448e-02
6.490649064906491184e+00,-3.373604175643736269e-01,1.907647093300052887e+00,3.516229073615866757e-02,-1.942809384036211506e+00,4.416900109563698384e-02,-1.228742228137480463e-02
6.500650065006500888e+00,-3.567917274586421827e-01,1.907992039889931934e+00,3.503969958190236017e-02,-1.943031739471834385e+00,2.480668051934420415e-02,-1.222816256030223592e-02
6.510651065106510593e+00,-3.762242952319561073e-01,1.908143142026651917e+00,3.491770656410934232e-02,-1.943060848590761225e+00,5.404333173374298305e-03,-1.216781695862151347e-02
6.520652065206521186e+00,-3.956561862675636032e-01,1.908100008757785737e+00,3.479632237222520658e-02,-1.942896331130010923e+00,-1.403618451600641137e-02,-1.210641772761500423e-02
6.530653065306530891e+00,-4.150854621977617676e-01,1.907862267802568956e+00,3.467555736570538533e-02,-1.942537825168274335e+00,-3.351300863724793189e-02,-1.204399674062950343e-02
6.540654065406540596e+00,-4.345101810776867968e-01,1.907429565643128377e+00,3.455542157531012182e-02,-1.941984987218438485e+00,-5.302426794906112129e-02,-1.198058546517150047e-02
6.550655065506551189e+00,-4.539283977085056820e-01,1.906801567343590964e+00,3.443592473712399349e-02,-1.941237492080714944e+00,-7.256808423978744482e-02,-1.191621514114013514e-02
6.560656065606560894e+00,-4.733381640518802835e-01,1.905977956202964618e+00,3.431707634656590983e-02,-1.940295032549530507e+00,-9.214257281128734878e-02,-1.185091708893740159e-02
6.570657065706570599e+00,-4.927375288349040705e-01,1.904958434882369822e+00,3.419888553509600748e-02,-1.939157320417465913e+00,-1.117458418584300617e-01,-1.178472189751816890e-02
6.580658065806581192e+00,-5.121245379584571378e-01,1.903742725069045516e+00,3.408136112288772529e-02,-1.937824086191933137e+00,-1.313759929446480235e-01,-1.171765971851423949e-02
6.590659065906590897e+00,-5.314972346938859893e-01,1.902330567525864158e+00,3.396451162513927646e-02,-1.936295079151003407e+00,-1.510311211887131466e-01,-1.164976026978375989e-02
6.600660066006600601e+00,-5.508536598628245295e-01,1.900721722171574868e+00,3.384834525468945893e-02,-1.934570067426264250e+00,-1.707093154285095338e-01,-1.158105281557608723e-02
6.610661066106611194e+00,-5.701918520170001781e-01,1.898915968161048129e+00,3.373286992463359751e-02,-1.932648838085681664e+00,-1.904086583847905412e-01,-1.151156614658691013e-02
6.620662066206620899e+00,-5.895098478003206743e-01,1.896913103572963832e+00,3.361809328412398296e-02,-1.930531196857087739e+00,-2.101272270857278968e-01,-1.144132877476761179e-02
6.630663066306630604e+00,-6.088056822367032828e-01,1.894712945257447601e+00,3.350402274064895325e-02,-1.928216967998096498e+00,-2.298630931852137516e-01,-1.137036904399382764e-02
6.640664066406641197e+00,-6.280773884647021799e-01,1.892315329875048580e+00,3.339066538160302688e-02,-1.925705995256651537e+00,-2.496143224896924528e-01,-1.129871458711323440e-02
6.650665066506650902e+00,-6.473229981325685500e-01,1.889720113513412958e+00,3.327802801609056060e-02,-1.922998141529503435e+00,-2.693789754298859251e-01,-1.122639255903154498e-02
6.660666066606660607e+00,-6.665405415882867945e-01,1.886927171745529153e+00,3.316611717940105147e-02,-1.920093288924930253e+00,-2.891551072391809196e-01,-1.115342962972454277e-02
6.670667066706671200e+00,-6.857280480647378607e-01,1.883936399698435293e+00,3.305493913660051408e-02,-1.916991338835035918e+00,-3.089407681250507798e-01,-1.107985197166272417e-02
6.680668066806680905e+00,-7.048835458648631258e-01,1.880747712121923820e+00,3.294449988612281610e-02,-1.913692212008046623e+00,-3.287340034404783173e-01,-1.100568524737488563e-02
6.690669066906690610e+00,-7.240050627923783066e-01,1.877361042811566127e+00,3.283480520403895403e-02,-1.910195848015605158e+00,-3.485328542300650811e-01,-1.093095486654777071e-02
6.700670067006701203e+00,-7.430906261264794699e-01,1.873776345230851126e+00,3.272586061278195263e-02,-1.906502205843633169e+00,-3.683353570803092336e-01,-1.085568574613715587e-02
6.710671067106710908e+00,-7.621382628484033583e-01,1.869993592471041799e+00,3.261767139159588852e-02,-1.902611263862637792e+00,-3.881395443541949541e-01,-1.077990234464751285e-02
6.720672067206720612e+00,-7.811459997131605659e-01,1.866012777618201612e+00,3.251024256133270424e-02,-1.898523020179534226e+00,-4.079434441895202212e-01,-1.070362852608600090e-02
6.730673067306731205e+00,-8.001118635377645338e-01,1.861833913550871022e+00,3.240357890511850331e-02,-1.894237492455989491e+00,-4.277450808275903293e-01,-1.062688766224281767e-02
6.740674067406740910e+00,-8.190338813887021452e-01,1.857457033002708258e+00,3.229768497232704538e-02,-1.889754717975035359e+00,-4.475424747881604493e-01,-1.054970262501875311e-02
6.750675067506750615e+00,-8.379100807715085253e-01,1.852882188618524939e+00,3.219256508278514617e-02,-1.885074753701310168e+00,-4.673336430478035042e-01,-1.047209578063387769e-02
6.760676067606761208e+00,-8.567384900882309973e-01,1.848109452097774330e+00,3.208822335394022340e-02,-1.880197675451714456e+00,-4.871165996686760979e-01,-1.039408914332792810e-02
6.770677067706770913e+00,-8.755171386252307286e-01,1.843138914939255635e+00,3.198466368792001607e-02,-1.875123578627175602e+00,-5.068893556373795795e-01,-1.031570425308214745e-02
6.780678067806780618e+00,-8.942440565647409301e-01,1.837970689105417943e+00,3.188188976067567182e-02,-1.869852578866093573e+00,-5.266499187436572971e-01,-1.023696206638780026e-02
6.790679067906791211e+00,-9.129172753298482323e-01,1.832604906550762802e+00,3.177990503969093522e-02,-1.864384811590453772e+00,-5.463962940196955831e-01,-1.015788304531428654e-02
6.800680068006800916e+00,-9.315348277804786914e-01,1.827041719258573726e+00,3.167871278900382531e-02,-1.858720432047577642e+00,-5.661264839287638573e-01,-1.007848715953374441e-02
6.810681068106810621e+00,-9.500947484102626461e-01,1.821281299275212318e+00,3.157831607435557242e-02,-1.852859615349567779e+00,-5.858384885552201382e-01,-9.998793889711365956e-03
6.820682068206821214e+00,-9.685950735442503401e-01,1.815323838741987883e+00,3.147871776846693226e-02,-1.846802556510454885e+00,-6.055303057958527635e-01,-9.918822232288432295e-03
6.830683068306830918e+00,-9.870338415374921848e-01,1.809169549924596554e+00,3.137992055644185652e-02,-1.840549470481038341e+00,-6.251999315525729184e-01,-9.838590705684713278e-03
6.840684068406840623e+00,-1.005409092974498542e+00,1.802818665240127682e+00,3.128192694129832557e-02,-1.834100592181425959e+00,-6.448453599264729608e-01,-9.758117357945739201e-03
6.850685068506851216e+00,-1.023718870869738673e+00,1.796271437280278827e+00,3.118473924960920782e-02,-1.827456176529888010e+00,-6.644645834136828633e-01,-9.677419775749651620e-03
6.860686068606860921e+00,-1.041961221003856464e+00,1.789528137851641665e+00,3.108835962471271849e-02,-1.820616497476354345e+00,-6.840555934335281751e-01,-9.596515014435147428e-03
6.870687068706870626e+00,-1.060134192043615364e+00,1.782589058592425779e+00,3.099279004027139309e-02,-1.813581848632697113e+00,-7.036163803251301863e-01,-9.515419658067458819e-03
6.880688068806881219e+00,-1.078235835625488193e+00,1.775454511857285311e+00,3.089803231742308670e-02,-1.806352544174708363e+00,-7.231449332540311747e-01,-9.434149904271604825e-03
6.890689068906890924e+00,-1.096264206649140593e+00,1.768124830079879750e+00,3.080408812259433082e-02,-1.798928918202474136e+00,-7.426392406331645546e-01,-9.352721526053792145e-03
6.900690069006900629e+00,-1.114217363484503842e+00,1.760600365767691855e+00,3.071095897356958260e-02,-1.791311324741261535e+00,-7.620972903309655155e-01,-9.271149886958068853e-03
6.910691069106911222e+00,-1.132093368179802217e+00,1.752881491493643029e+00,3.061864624567793916e-02,-1.783500137739320923e+00,-7.815170698810736116e-01,-9.189449957739653785e-03
6.920692069206920927e+00,-1.149890286670555817e+00,1.744968599884501481e+00,3.052715117809718867e-02,-1.775495751062598604e+00,-8.008965666936554983e-01,-9.107636334571539427e-03
6.930693069306930632e+00,-1.167606188989566807e+00,1.736862103606074292e+00,3.043647488027513212e-02,-1.767298578486349525e+00,-8.202337682683519260e-01,-9.025723258802992310e-03
6.940694069406941225e+00,-1.185239149477865794e+00,1.728562435345199599e+00,3.034661833846834939e-02,-1.758909053683668011e+00,-8.395266624088257856e-01,-8.943724638285216466e-03
6.950695069506950929e+00,-1.202787246996627868e+00,1.720070047788528900e+00,3.025758242239826729e-02,-1.750327630210927188e+00,-8.587732374389220880e-01,-8.861654070280083895e-03
6.960696069606960634e+00,-1.220248564467514285e+00,1.711385414630396840e+00,3.016936775190456541e-02,-1.741554782382301436e+00,-8.779714815414348950e-01,-8.779523876010081329e-03
6.970697069706971227e+00,-1.237621189379091602e+00,1.702509030096146514e+00,3.008197476478684240e-02,-1.732591004860933426e+00,-8.971193833598622991e-01,-8.697345546552326390e-03
6.980698069806980932e+00,-1.254903214778707810e+00,1.693441407718623948e+00,2.999540388569979857e-02,-1.723436811604323715e+00,-9.162149332349829312e-01,-8.615130913239288368e-03
6.990699069906990637e+00,-1.272092738964831771e+00,1.684183081107599955e+00,2.990965542421799780e-02,-1.714092736531817929e+00,-9.352561227433118241e-01,-8.532891408130405253e-03
7.000700070007001230e+00,-1.289187865690778034e+00,1.674734603932544141e+00,2.982472957935964480e-02,-1.704559333511903807e+00,-9.542409449042692504e-01,-8.450638073569244346e-03
7.010701070107010935e+00,-1.306186704368828444e+00,1.665096549903079648e+00,2.974062644410732995e-02,-1.694837176347187002e+00,-9.731673943882124256e-01,-8.368381572304767202e-03
7.020702070207020640e+00,-1.323087370274759644e+00,1.655269512747106431e+00,2.965734600992565168e-02,-1.684926858757032075e+00,-9.920334677253384026e-01,-8.286132198177365016e-03
7.030703070307031233e+00,-1.339887984752752947e+00,1.645254106186612608e+00,2.957488817127587599e-02,-1.674828994357888456e+00,-1.010837163515430515e+00,-8.203899887371357558e-03
7.040704070407040938e+00,-1.356586675420696331e+00,1.635050963911164335e+00,2.949325273012751852e-02,-1.664544216641291818e+00,-1.029576482638463464e+00,-8.121694230232928691e-03
7.050705070507050642e+00,-1.373181576375895441e+00,1.624660739549067312e+00,2.941243940046682492e-02,-1.654073178949534206e+00,-1.048249428466081934e+00,-8.039524483654414411e-03
7.060706070607061235e+00,-1.389670828074242248e+00,1.614084106971871435e+00,2.933244775844846830e-02,-1.643416554730319890e+00,-1.066854006679867961e+00,-7.957399189083780300e-03
7.070707070707070940e+00,-1.406052577612599386e+00,1.603321760182970568e+00,2.925327725951689870e-02,-1.632575037442487442e+00,-1.085388225576005228e+00,-7.875326273606098049e-03
7.080708070807080645e+00,-1.422324979417687985e+00,1.592374412786925486e+00,2.917492732304166267e-02,-1.621549340109967208e+00,-1.103850096860302887e+00,-7.793313645595240091e-03
7.090709070907091238e+00,-1.438486195155899816e+00,1.581242798256760063e+00,2.909739728735791578e-02,-1.610340195544117892e+00,-1.122237635504547804e+00,-7.711368850771199712e-03
7.100710071007100943e+00,-1.454534393933466951e+00,1.569927669901220124e+00,2.902068641301334267e-02,-1.598948356314233488e+00,-1.140548859953222971e+00,-7.629499077461604495e-03
7.110711071107110648e+00,-1.470467752497293112e+00,1.558429800829446599e+00,2.894479388605378928e-02,-1.587374594715500464e+00,-1.158781792331403881e+00,-7.547711162629505699e-03
7.120712071207121241e+00,-1.486284455435856078e+00,1.546749983913649595e+00,2.886971882125471955e-02,-1.575619702734904370e+00,-1.176934458653126070e+00,-7.466011597986765835e-03
7.130713071307130946e+00,-1.501982695380198241e+00,1.534889031749780752e+00,2.879546026529846564e-02,-1.563684492015079197e+00,-1.195004889030242046e+00,-7.384406536187659853e-03
7.140714071407140651e+00,-1.517560673205014865e+00,1.522847776616188087e+00,2.872201719989720195e-02,-1.551569793816085285e+00,-1.212991117881777159e+00,-7.302901797096056358e-03
7.150715071507151244e+00,-1.533016598229816507e+00,1.510627070430276442e+00,2.864938854486175426e-02,-1.539276458975138206e+00,-1.230891184143761308e+00,-7.221502874120239168e-03
7.160716071607160949e+00,-1.548348688178204924e+00,1.498227784688211939e+00,2.857757320500580595e-02,-1.526805357893217696e+00,-1.248703131240562536e+00,-7.140215251820458686e-03
7.170717071707170653e+00,-1.563555169380617560e+00,1.485650810417647572e+00,2.850657007285261127e-02,-1.514157380490500193e+00,-1.266425007297087957e+00,-7.059044413979392862e-03
